label,darker,gradient,reddish,metallic,colorful,black,black_thin,dominating_color,color_bin_1,color_bin_2,color_bin_3,color_bin_4,color_bin_5,color_bin_6,color_bin_7,color_bin_8,color_bin_9,color_entropy,rough,dominating_texture,texture_0,texture_1,texture_2,texture_3,texture_4,texture_5,texture_6,texture_7,texture_8,texture_9,rough_entropy,lengthy,number_lengthy_objects,lengthy_aspect_ratio,rel_length,circle,in_shape,roundness
Wetspot,1.0,0.9894152224191353,0.0,0.026733500417710943,0.0,0.0,0.189640768588137,6,0.07101086048454469,0.07477025898078529,0.2531328320802005,0.07351712614870509,0.10192147034252297,0.3742690058479532,0.05137844611528822,0.0,0.0,2.415749589481443,0.0,4,0.03592314118629908,0.06223893065998329,0.06015037593984962,0.11194653299916457,0.23558897243107768,0.13324979114452798,0.0835421888053467,0.07477025898078529,0.06934001670843776,0.13324979114452798,3.1314969107415966,0.0,0,1.0,0.0,0,0.06516290726817042,0.0
Graffiti,0.48913660028766487,0.9358000950946659,0.02417549581670482,0.13025190932479794,0.17131252152421855,0.12856795575633573,0.3750354516540729,6,0.22717419929907015,0.27523398091688106,0.006849766019083119,0.004436521281121488,0.006429410692218868,0.29347132467637704,0.10840862589388814,0.023205639851710796,0.054790531369649335,2.3508751753110353,0.1691322447987359,9,0.059457488402244595,0.09084486356177704,0.04722920000810323,0.08413690415898548,0.19155541599983794,0.10018637440998318,0.05726961489374633,0.09554220772643478,0.07605392703036687,0.19772400380852057,3.1592012063679658,0.004041488564309301,6,10.09243211002175,0.8638890828486019,1,0.6468964609120191,0.8429128403433859
Graffiti,0.22744309663350143,0.9146877145184915,0.0005830418124271198,0.41700361940242,0.03131010252449533,0.004138082473914558,0.19982811624490784,6,0.057615131828025384,0.09086744506534611,0.01693092847515636,0.02512758772129087,0.03516423606378629,0.6111981887843957,0.13289567337543348,0.014356458134569079,0.01584435055199673,1.9583468533518453,0.004157012402889465,9,0.09718246937137492,0.09416882467856981,0.059178743961352656,0.06500159011403389,0.07869928672027622,0.07437947692820257,0.06984007996002,0.10251313737070858,0.10228976420880469,0.25674662668665665,3.1581332160081454,0.08922054124452924,3,5.459311799046397,0.3639189271746772,1,0.9516151015401391,0.843387622618307
Crack,0.0,0.9831773478179986,0.006599208095028597,0.05279366476022877,0.0035195776506819184,0.0004399472063352398,0.1992960844698636,2,0.18301803783545975,0.34007919049714036,0.0,0.004399472063352398,0.02199736031676199,0.01627804663440387,0.14210294764628245,0.08666959964804223,0.20545534535855697,2.4047364910396087,0.0,9,0.075230972283326,0.10470743510778707,0.04839419269687637,0.07127144742630884,0.12670479542454904,0.09590849098108227,0.06555213374395072,0.10602727672679278,0.07567091948966125,0.23053233611966564,3.177517520916737,0.5327760668719753,0,1.0,0.0,0,0.4315882094148702,0.19815304116467078
Crack,0.5069082672706682,0.9446950607611379,0.0,0.2708946772366931,0.0,0.05617214043035108,0.5805209513023782,6,0.09399773499433749,0.1956964892412231,0.04711211778029445,0.09331823329558324,0.035107587768969425,0.3381653454133635,0.1535673839184598,0.013816534541336353,0.029218573046432616,2.6561270139865525,0.7037372593431483,4,0.06319365798414496,0.07814269535673839,0.0477916194790487,0.11392978482446206,0.19909399773499434,0.12344280860702152,0.04212910532276331,0.08516421291053228,0.06908267270668177,0.17802944507361268,3.1467422447392455,1.0,0,1.0,0.0,0,1.0,0.12352590461622595
Wetspot,0.9986700058010385,0.8956456321532507,0.14989317599784938,4.244662337111083e-05,0.40318632652772474,0.5000778188095137,-0.1340747343548821,2,0.2657583089265249,0.695912390169362,0.008927939782390312,0.0016837160603873963,0.0004527639826251822,0.001768609307129618,0.004754021817564413,0.006183058137725144,0.014559191816291015,1.1404411487232657,0.0890105692092194,9,0.07102734977432545,0.08238889596332612,0.07535690535817875,0.08763812838688682,0.10001839353679415,0.08652036730478091,0.0824596403356113,0.0951370318491164,0.10485730860110078,0.2145959788898793,3.2317067051034645,0.02461904155524428,0,1.0,0.0,0,0.34685965731426066,0.843387622618307
Graffiti,0.2451261058173252,0.9676839149419184,0.042633032302082326,0.18713264275934557,0.19672138704874126,0.013184523397919059,0.06436905601578455,2,0.17685240248754155,0.3192867449440119,0.0459383830979942,0.029891066332904608,0.10622300284435347,0.25377441557064556,0.03342230581640321,0.01537887064876153,0.019232808257384024,2.5352463059774437,0.20016964701435086,4,0.029637517806021547,0.039281581774009894,0.04716463597346499,0.1281664753527782,0.3396950963714901,0.16501860124192677,0.062414427372176964,0.04635789066065526,0.044043684106195344,0.09822008934128093,2.8620909333418476,0.5172528247610881,10,7.065630843514418,0.4825980690578762,1,0.4250718003328401,0.4743284357335729
Graffiti,0.024223752567355324,1.0380563595640806,0.0005570993247687702,0.5095780811619883,0.014229524921804734,0.0,0.0,7,0.022371229511497726,0.04734001852523056,0.039164753735250295,0.013625441316633779,0.021538936544373298,0.307250345670063,0.32292295920422054,0.158028271112722,0.06775804438000886,2.4512164928878084,0.20837528358369242,9,0.08466567328473816,0.08830359899587881,0.06319385714093942,0.06913401259178714,0.08696790302444525,0.08747801806881184,0.08163854321882592,0.09786825607775228,0.10515081954009102,0.23559931805673015,3.199207138982855,0.0,0,1.0,0.01914510683876985,0,0.002355926060166727,0.0
Graffiti,0.2964627243331196,1.1156669030098536,0.038739046200729446,0.22223198957536144,0.06781186009473184,0.22971780393130217,-0.16548768968774347,2,0.1112099337428727,0.7221664908543102,0.07682999979316193,0.022771147468646797,0.02779386518294827,0.024980867478850807,0.007241055977275391,0.001292737915485966,0.00571390158644797,1.4833087734340575,0.09161202694410546,9,0.04058507594404341,0.05986927834198606,0.042170834453706195,0.08456574347942995,0.1351876365993064,0.15669017726022297,0.08858357292076034,0.0943905516371233,0.13027350886990574,0.16768362049351562,3.180298912744249,0.09201708482429106,2,6.125566707378062,0.32436511842199583,0,0.0609706910459801,0.0
Graffiti,0.0,1.0354384423720049,0.25867908552074514,0.04868755292125317,0.45512277730736667,0.0,0.0,1,0.7743437764606266,0.2214225232853514,0.003386960203217612,0.0,0.0,0.0,0.0,0.0,0.000846740050804403,0.8037534097538241,0.0,9,0.07197290431837426,0.09187129551227773,0.06943268416596104,0.09102455546147332,0.15410668924640136,0.10541913632514818,0.07070279424216766,0.07493649449618967,0.07239627434377646,0.19813717188823032,3.2168605372300876,1.0,0,1.0,0.0,0,0.9974597798475868,0.050078377605698214
Rust,1.0,1.0247961858669663,0.218153486560187,0.0,0.25671990650564863,0.7635372029606544,-0.5270744059213088,1,0.5005843396961434,0.4612388001558239,0.03389170237631477,0.0031164783794312427,0.001168679392286716,0.0,0.0,0.0,0.0,1.217496367412164,0.0,9,0.0736268017140631,0.07869107908063888,0.07985975847292559,0.09271523178807947,0.09855862874951304,0.1024542267238021,0.0802493182703545,0.0950525905726529,0.09427347097779509,0.2045188936501753,3.2455050081885046,0.0,0,1.0,0.0,0,0.0,0.0
Rust,0.0,0.8959150731659206,0.8133333333333334,0.0,0.9706666666666667,0.0,0.32266666666666666,1,0.6986666666666667,0.30133333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8829146543013013,0.0,9,0.08,0.104,0.050666666666666665,0.07466666666666667,0.10933333333333334,0.104,0.09866666666666667,0.104,0.08,0.19466666666666665,3.2377103708971395,0.0,0,1.0,0.0,0,0.0,0.0
Graffiti,0.0,0.9729865179956548,0.0,0.845040857635505,0.0,0.0,0.0,3,0.002848789264562561,0.28045580628233,0.7153459779593673,0.0007496813854112002,0.0,0.0,0.0,7.496813854112003e-05,0.0005247769697878402,0.8987324875351363,0.07481820226403778,5,0.025264262688357447,0.05337731464127746,0.04025789039658145,0.10233150910862883,0.13006972036884323,0.1804483094684759,0.10997825923982307,0.08883724417122722,0.12797061248969188,0.1414648774270935,3.1506091171302675,0.0,0,1.0,0.0,0,0.0,0.0
Graffiti,0.0,0.9910796000232603,0.0,0.5970997286295794,0.002544097693351425,0.0,0.0,6,0.031970827679782904,0.20904002713704206,0.05257801899592944,0.0692842605156038,0.07979986431478969,0.4895691994572592,0.05724219810040706,0.0033921302578018998,0.007123473541383989,2.2315009285543708,0.09031546811397557,9,0.04503052917232022,0.06690976933514246,0.05283242876526459,0.09879579375848033,0.1596845318860244,0.15213704206241518,0.09090909090909091,0.0844640434192673,0.08480325644504749,0.16443351424694708,3.198244773194202,1.0,0,1.0,0.0,0,0.0,0.0
Graffiti,0.0,0.9869078168792932,0.00018883958077613066,0.5969691247285431,4.7209895194032666e-05,0.0,0.0,2,0.041686337456330845,0.43706920970635443,0.053016712302898686,0.025682182985553772,0.014351808138985931,0.2331224624681333,0.18680955528278728,0.003304692663582287,0.00495703899537343,2.168283819603349,0.0,9,0.06425266735907846,0.08464734208290058,0.05976772731564536,0.07662165989991503,0.10343688037012558,0.11264280993296195,0.09205929562836371,0.09224813520913984,0.09810216221319988,0.2162213199886696,3.216605519605974,0.23255594372580493,0,1.0,0.0,0,0.0,0.0
Graffiti,0.0,1.0003659876207531,0.0,0.12682777607831142,0.0028143163046803303,0.0,0.0,2,0.08338941572346283,0.5430406852248394,0.0009788926277148975,0.000611807892321811,0.0,0.013215050474151117,0.1769960232486999,0.10009177118384827,0.08167635362496176,1.945726376267788,0.0,9,0.061670235546038545,0.08504129703273172,0.0644233710614867,0.07996329152646069,0.10308962985622515,0.10052003670847354,0.09146527990211074,0.10174365249311716,0.10125420617925972,0.21082899969409605,3.2267442708763143,0.40336494340776996,0,1.0,0.0,0,0.0,0.0
Crack,0.0,0.9933413041485958,0.010616705698672912,0.2529274004683841,0.0468384074941452,0.0,0.011553473848555816,2,0.09555035128805621,0.551288056206089,0.12224824355971897,0.041217798594847775,0.027946916471506635,0.08805620608899298,0.054488680718188916,0.005932864949258392,0.01327088212334114,2.165895499574439,0.0,9,0.12708821233411396,0.10039032006245122,0.03981264637002342,0.05214676034348165,0.07353629976580796,0.054488680718188916,0.05136612021857923,0.10507416081186573,0.121935987509758,0.2741608118657299,3.0677044163454275,0.23294301327088213,0,1.0,0.0,0,0.07665886026541764,0.0
Graffiti,0.9317179187751394,0.9668771962312291,0.21701050992604126,0.0,0.7791942390035033,0.24192292720903075,0.2877903204878681,2,0.17694952640456726,0.8105293888672636,0.012521084728169197,0.0,0.0,0.0,0.0,0.0,0.0,0.7668932570814558,0.0016867782535357468,9,0.06341637472427664,0.08826391592059167,0.06127546386401972,0.07950564421954068,0.11479823537044245,0.10535876475930972,0.08346308550668223,0.09854677565849228,0.09170234851433762,0.21366939146230698,3.2195658023953255,0.6934604904632152,0,1.0,0.0,0,0.7030297132476969,0.45697016575121996
Crack,0.0,1.0426522665944609,0.028962611901000527,0.07670703879234685,0.0456380551167281,0.0,0.0,1,0.4542741793926628,0.3817798841495524,0.02703177110760049,0.021765841671054942,0.001579778830963665,0.015271195365982097,0.04704230296647358,0.011409513779182026,0.039845532736527994,1.8816707359822917,0.0,9,0.09408460593294717,0.08267509215376515,0.053536949271546425,0.0691592065999649,0.10988239424258382,0.09759522555731087,0.04528699315429173,0.09654203967000176,0.09039845532736528,0.2608390380902229,3.135475169873158,0.5278216605230823,1,46.89348038572505,0.8107072628003718,0,0.8876601720203616,0.10376803250974084
Graffiti,0.27207334988095844,0.9600128864430865,0.055974874626412034,0.013525150701585532,0.5897877513803759,0.0,0.0,2,0.028823261232966923,0.6824375664859936,0.21751684311838307,0.06985461729395674,0.0013677118686996606,0.0,0.0,0.0,0.0,1.2835890838119226,0.142849906286409,9,0.06473836178511727,0.08211336811711666,0.0687401854009422,0.08910389544602604,0.1579960488323793,0.10288232612329669,0.07416037688060383,0.09042095131958867,0.08307583202472013,0.1867686540702092,3.2284269942518655,0.0,0,1.0,0.0,0,0.0,0.0
ExposedRebars,0.0,0.8983552242338184,0.36283185840707965,0.30973451327433627,0.24778761061946902,0.0,0.0,2,0.48672566371681414,0.49557522123893805,0.008849557522123894,0.008849557522123894,0.0,0.0,0.0,0.0,0.0,1.1282616183525143,0.0,9,0.07964601769911504,0.05309734513274336,0.07079646017699115,0.08849557522123894,0.168141592920354,0.061946902654867256,0.1415929203539823,0.08849557522123894,0.061946902654867256,0.18584070796460178,3.1854009141174573,0.0,0,1.0,0.6988490700256632,0,0.7876106194690266,0.8539114559063278
Rust,0.0,0.9065082644628099,0.3904761904761905,0.2857142857142857,0.26666666666666666,0.0,0.0,1,0.5238095238095238,0.47619047619047616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.998363672593813,0.0,9,0.05714285714285714,0.047619047619047616,0.0761904761904762,0.09523809523809523,0.17142857142857143,0.06666666666666667,0.1523809523809524,0.0761904761904762,0.06666666666666667,0.19047619047619047,3.1605419247122875,0.0,0,1.0,0.712651727131402,0,0.8380952380952381,0.8539114559063278
ExposedRebars,0.0,0.9653126426289367,0.11475409836065574,0.3770491803278688,0.14754098360655737,0.0,0.0,2,0.21311475409836064,0.7868852459016393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7473944462440387,0.0,4,0.09836065573770492,0.06557377049180328,0.03278688524590164,0.06557377049180328,0.18032786885245902,0.08196721311475409,0.16393442622950818,0.16393442622950818,0.08196721311475409,0.06557377049180328,3.1566165891045572,0.0,0,1.0,0.8048780548633384,0,0.8852459016393442,0.8797859342202633
Rust,0.0,0.9062617557539072,0.11666666666666667,0.35,0.15,0.0,0.0,2,0.23333333333333334,0.7666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.783776947484701,0.0,4,0.11666666666666667,0.03333333333333333,0.03333333333333333,0.08333333333333333,0.16666666666666666,0.08333333333333333,0.16666666666666666,0.16666666666666666,0.08333333333333333,0.06666666666666667,3.1379197835362764,0.0,0,1.0,0.8424419401029968,0,0.85,0.8797859342202633
Graffiti,0.0,0.9931504242686164,0.025373134328358207,0.002238805970149254,0.18507462686567164,0.0,0.0,2,0.016417910447761194,0.5305970149253731,0.2126865671641791,0.21567164179104478,0.024626865671641792,0.0,0.0,0.0,0.0,1.6663352160534932,0.0,9,0.07238805970149254,0.08283582089552238,0.06119402985074627,0.07985074626865672,0.14776119402985075,0.09701492537313433,0.06343283582089553,0.10373134328358209,0.08880597014925373,0.20298507462686566,3.212530262521187,0.0,0,1.0,0.0,0,0.0,0.0
Graffiti,0.0,0.9246330998860048,0.0,0.4014265900534971,0.46364176738656626,0.0,0.0,4,0.0,0.060630077273627896,0.13829998018624926,0.5046562314246087,0.2964137111155142,0.0,0.0,0.0,0.0,1.6578138175206245,0.0,9,0.06994254012284526,0.08301961561323559,0.07093322765999603,0.08460471567267684,0.130374479889043,0.10283336635625123,0.08301961561323559,0.09272835347731326,0.08163265306122448,0.20091143253417873,3.235866491856229,0.0,0,1.0,0.0,0,0.0,0.0
Graffiti,0.0,0.8942603600575573,0.0,0.21138211382113822,0.4541901188242652,0.0,0.0,5,0.00046904315196998124,0.03205128205128205,0.0767667292057536,0.27501563477173235,0.6152282676672921,0.00046904315196998124,0.0,0.0,0.0,1.3971039878067286,0.0,9,0.08911819887429644,0.09646654158849281,0.0641025641025641,0.06504065040650407,0.08020637898686679,0.06566604127579738,0.06566604127579738,0.10100062539086929,0.10928705440900563,0.26344590368980614,3.1448268699764044,0.0,0,1.0,0.0,0,0.0,0.0
Drainage,0.7024,1.0325490739725347,0.9152,0.0,1.0,0.0,0.0,1,0.752,0.248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8080927832245586,0.4032,9,0.0528,0.0976,0.0592,0.1104,0.1504,0.128,0.0896,0.088,0.0672,0.1568,3.2360818170152146,0.0,0,1.0,0.0,0,0.0,0.0
Graffiti,0.8840579710144928,1.013522633127706,0.03252217804900695,5.9085192406708703e-05,0.15857621567783378,0.48081841432225064,-0.22434647556827292,2,0.21160939623374103,0.616984460594397,0.08754737366319752,0.00843230103061457,0.0025575447570332483,0.003553552286174909,0.026351995813392082,0.00735188608374904,0.035611489537700575,1.6823166275578088,0.5465633519873726,4,0.02516185122348552,0.042625745950554135,0.04738632431018038,0.12242451866670043,0.25345859394123554,0.17804900694673048,0.08589298827580968,0.06404834856887223,0.06882580841204325,0.11212681370438835,3.030106078780335,0.12536189680349108,2,3.829166884029362,0.05750476404000963,0,0.07124830130071831,0.0
Graffiti,0.0,0.9862634635159823,0.1717902350813743,0.054249547920433995,0.1003616636528029,0.0,0.0,1,0.6763110307414105,0.054249547920433995,0.0,0.0,0.0,0.0,0.0,0.0,0.2694394213381555,1.1194514832273041,0.6148282097649186,4,0.0433996383363472,0.054249547920433995,0.04701627486437613,0.1166365280289331,0.2522603978300181,0.17721518987341772,0.09764918625678119,0.05605786618444846,0.048824593128390596,0.10669077757685352,3.0550058158674807,0.0,0,1.0,0.0,0,0.0,0.0
Graffiti,0.0,0.9929372077692149,0.13620569840166782,0.10562890896455872,0.04933981931897151,0.0,0.0,1,0.6942321056289089,0.10562890896455872,0.0,0.0,0.0,0.0,0.0,0.0,0.20013898540653233,1.172574358753198,0.896455872133426,4,0.043085476025017375,0.0660180681028492,0.07713690062543432,0.15844336344683807,0.16191799861014594,0.13898540653231412,0.12300208478109799,0.06810284920083391,0.05142460041695622,0.11188325225851285,3.1911378387901808,0.0,0,1.0,0.0,0,0.0,0.0
Wetspot,1.0,0.9808146995745877,0.64,0.0,0.04892966360856269,0.0,0.0,1,0.8784097859327217,0.12159021406727828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.533914678014722,0.0,5,0.020672782874617737,0.04477064220183486,0.03828746177370031,0.10691131498470947,0.19192660550458715,0.1998776758409786,0.09749235474006117,0.07792048929663609,0.094434250764526,0.12770642201834861,3.0777125057526042,0.0,0,1.0,0.0,0,0.0,0.0
Rust,0.0,0.9862595419847329,0.27638190954773867,0.0,0.4053601340033501,0.0,0.0,2,0.3316582914572864,0.6599664991624791,0.0,0.0,0.0,0.0,0.0,0.0033500837520938024,0.005025125628140704,0.9896676654126468,0.0,4,0.020100502512562814,0.03350083752093802,0.05862646566164154,0.1440536013400335,0.20770519262981574,0.20100502512562815,0.1457286432160804,0.05695142378559464,0.05025125628140704,0.08207705192629816,3.009482730417063,0.0,0,1.0,0.0,0,0.0,0.0
Graffiti,0.31833586849198087,0.9881662853018311,0.02136649498750211,0.1880553998879193,0.1925831042795257,0.007587685355678311,0.22876026294487586,7,0.07017497042314912,0.0801021179693824,0.029674699116697355,0.01789733052242059,0.01574466949537,0.11835188002028127,0.4391873259858209,0.12914187103603483,0.09972513543084353,2.5082382507017846,0.3885464200891308,9,0.07560999475177684,0.0796128768268709,0.06502459548652807,0.09147919835614976,0.14321422535336553,0.09888897784182389,0.06755085884058744,0.08548377053700887,0.08815235858707159,0.2049831434188171,3.2194764277890346,0.006244496037146745,2,5.264368013709159,0.13060964402901806,1,0.6130102562734058,0.8750644438032772
Graffiti,0.5487714617275378,0.9657894664456519,0.014080903517027751,0.003883441917415181,0.02331892652527892,0.0038194793446577543,0.20892003764654282,7,0.11175175211761804,0.25155566114456457,0.008799422509343104,0.0029696908780233737,0.0013158014967242025,0.007629821178921591,0.41945741463280917,0.10659819625544824,0.08992223978654776,2.1879869971004906,0.0003289503741810506,9,0.08891711364321676,0.09539560851250468,0.05026544467694332,0.06387119765348732,0.1139082045705827,0.07425140946097826,0.05664342693189813,0.1034457551695465,0.10420416853224171,0.2490976708486006,3.1523785674746367,0.0,0,1.0,0.0,0,0.0,0.0
Graffiti,0.010732512758931253,0.9711558276888542,0.0,0.03032122485740018,0.00015010507355148604,0.0,0.0,7,0.11055238667066947,0.2128489942960072,0.030921645151606125,0.011558090663464426,0.004728309816871811,0.03865205643950766,0.47253077154007805,0.0839087361152807,0.03429900930651456,2.251647962432399,0.0,9,0.07137496247373161,0.08616031221855298,0.057114980486340436,0.07400180126088261,0.12406184329030322,0.09178925247673371,0.06702191534073852,0.09816871810267187,0.10334734314019814,0.2269588712098469,3.1942568005252063,0.0,0,1.0,0.0,0,0.0,0.0
Graffiti,0.6745399973900561,0.813026129053529,0.8403149332289356,0.004284657879855583,0.9323372047500978,0.03297229109574144,0.13554308582365476,1,0.8538648919048241,0.14585236417417025,0.0,0.0,0.0,0.0,0.0,0.0,0.00028274392100569837,0.6030393518331099,0.07009874287702815,4,0.010439775544825787,0.0216190351907434,0.024294227674105006,0.09500195745791465,0.4349036495715342,0.21447213884901475,0.05904998042542085,0.04275958066901562,0.04271608160424551,0.05474357301318022,2.49925366666478,0.5087650615511766,1,2.8931055621419586,1.2295896184447042,0,0.5327330462395059,0.5650011264137901
Graffiti,0.7137834598481821,0.7928089388295428,0.7703955253695566,0.011506192568917299,0.9143827407111467,0.07778665601278466,0.4041550139832201,1,0.7479824210946864,0.2519776268477827,0.0,0.0,0.0,0.0,0.0,0.0,3.995205753096284e-05,0.8150222264348485,0.3958849380743108,4,0.012864562524970036,0.023771474230922893,0.026008789452656812,0.10695165801038753,0.5080303635637236,0.1474230922892529,0.048981222532960444,0.036316420295645226,0.03443867359168997,0.05521374350779065,2.3793645368876097,0.9845785057930484,1,5.532834986760477,3.201257344832694,0,0.9571314422692768,0.41321985236628384
Graffiti,0.6106406080347448,0.8716084979708623,0.8601520086862107,0.0,0.9947014115092291,0.006254071661237785,0.11674267100977198,1,0.7821498371335505,0.2178501628664495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7562224894174121,0.2834744842562432,4,0.016416938110749187,0.029229098805646038,0.029793702497285558,0.09172638436482085,0.4649728555917481,0.17046688382193267,0.05828447339847991,0.042084690553745925,0.034440825190010856,0.06258414766558089,2.511200010844102,0.9976547231270358,0,1.0,0.0,0,1.0,0.4091674166640869
